,Post_Semester_GPA_bracket,Pre_Semester_GPA_bracket,Skill_Retention_Score,Weekly_hours_bracket,GPA_diff,Year_of_Study
39380,3-4,3-4,75.49,0-5,0.39400000000000013,Junior
39381,3-4,3-4,61.63,10-15,-0.4700000000000002,Senior
39382,2-3,2-3,73.29,0-5,-1.2560000000000002,Junior
39383,3-4,2-3,85.26,0-5,0.3420000000000001,Senior
39384,3-4,3-4,71.01,0-5,0.01200000000000001,Junior
39385,3-4,2-3,97.15,15-20,-0.5979999999999999,Senior
39386,2-3,2-3,76.49,0-5,-0.605,Sophomore
39387,3-4,2-3,84.88,0-5,-0.029999999999999805,Senior
39388,2-3,2-3,81.13,10-15,-0.48699999999999966,Freshman
39389,3-4,3-4,80.87,10-15,0.3620000000000001,Sophomore
39390,3-4,2-3,76.44,0-5,-0.48,Graduate
39391,3-4,3-4,71.95,0-5,0.4870000000000001,Freshman
39392,3-4,3-4,52.52,15-20,-0.09200000000000008,Graduate
39393,1-2,1-2,53.3,20-25,-2.1739999999999995,Junior
39394,3-4,3-4,82.82,0-5,2.122,Freshman
39395,3-4,2-3,84.76,20-25,-0.5139999999999998,Senior
39396,3-4,3-4,86.31,0-5,0.7029999999999998,Sophomore
39397,3-4,3-4,88.73,0-5,-0.21899999999999986,Senior
39398,3-4,3-4,88.54,05-10,-0.3959999999999999,Senior
39399,3-4,3-4,97.91,15-20,0.262,Junior
39400,3-4,2-3,89.75,0-5,-1.1840000000000002,Senior
39401,3-4,3-4,100.0,15-20,-0.18699999999999983,Graduate
39402,3-4,3-4,87.34,0-5,-0.3689999999999998,Junior
39403,3-4,3-4,100.0,10-15,0.13600000000000012,Freshman
39404,3-4,3-4,82.06,0-5,-0.5099999999999998,Senior
39405,3-4,3-4,77.26,15-20,-0.02300000000000013,Sophomore
39406,2-3,2-3,81.45,05-10,-1.4860000000000002,Junior
39407,3-4,3-4,72.7,05-10,0.9040000000000004,Junior
39408,2-3,2-3,50.81,05-10,-1.1469999999999998,Senior
39409,2-3,2-3,68.88,15-20,0.34899999999999975,Junior
39410,3-4,3-4,67.89,0-5,0.5830000000000002,Sophomore
39411,3-4,3-4,59.26,0-5,-0.33599999999999985,Senior
39412,1-2,2-3,75.91,05-10,-1.3329999999999997,Senior
39413,2-3,2-3,34.42,15-20,0.722,Freshman
39414,3-4,3-4,62.3,05-10,0.46499999999999986,Sophomore
39415,3-4,3-4,92.23,0-5,0.10799999999999965,Graduate
39416,3-4,3-4,70.1,15-20,0.3809999999999998,Freshman
39417,3-4,2-3,89.78,20-25,-0.835,Freshman
39418,3-4,3-4,79.63,10-15,-0.055999999999999606,Junior
39419,3-4,3-4,66.58,0-5,-0.5680000000000001,Sophomore
39420,2-3,2-3,83.32,0-5,-1.463,Senior
39421,3-4,3-4,84.7,0-5,0.8559999999999999,Sophomore
39422,3-4,3-4,89.1,0-5,0.06100000000000039,Junior
39423,3-4,3-4,94.57,15-20,-0.2549999999999999,Graduate
39424,2-3,2-3,86.12,0-5,-0.923,Sophomore
39425,3-4,3-4,67.83,0-5,0.891,Freshman
39426,3-4,3-4,100.0,0-5,-0.5499999999999998,Senior
39427,3-4,2-3,79.42,0-5,-0.8680000000000003,Junior
39428,3-4,3-4,50.8,20-25,0.5570000000000004,Junior
39429,2-3,2-3,58.12,05-10,-1.484,Graduate
39430,2-3,2-3,74.19,10-15,-0.3780000000000001,Freshman
39431,3-4,3-4,75.19,05-10,1.1439999999999997,Junior
39432,3-4,3-4,50.08,0-5,-0.75,Freshman
39433,3-4,3-4,100.0,10-15,0.653,Freshman
39434,2-3,2-3,51.14,05-10,-1.1070000000000002,Junior
39435,3-4,3-4,73.23,0-5,0.7410000000000001,Graduate
39436,3-4,3-4,49.27,0-5,-0.03200000000000003,Senior
39437,3-4,2-3,90.97,05-10,-0.6270000000000002,Sophomore
39438,3-4,3-4,61.68,10-15,0.2669999999999999,Junior
39439,3-4,3-4,68.32,0-5,-0.026000000000000245,Senior
39440,3-4,3-4,79.79,0-5,-0.052000000000000046,Freshman
39441,3-4,3-4,67.9,10-15,-0.14399999999999968,Freshman
39442,2-3,2-3,85.98,0-5,-1.068,Freshman
39443,3-4,3-4,59.0,,0.621,Junior
39444,2-3,2-3,47.17,0-5,-1.1029999999999998,Freshman
39445,3-4,3-4,66.49,0-5,1.2319999999999998,Junior
39446,3-4,2-3,71.28,15-20,-0.7279999999999998,Senior
39447,2-3,2-3,71.49,05-10,-0.7030000000000003,Senior
39448,1-2,2-3,71.76,05-10,-0.476,Senior
39449,3-4,3-4,70.28,25-30,1.8079999999999998,Freshman
39450,3-4,3-4,86.56,0-5,-0.7160000000000002,Senior
39451,3-4,3-4,62.92,05-10,0.16199999999999992,Graduate
39452,3-4,3-4,67.99,25-30,-0.19799999999999995,Freshman
39453,3-4,3-4,76.41,15-20,-0.819,Graduate
39454,3-4,3-4,64.07,10-15,0.1349999999999998,Graduate
39455,3-4,3-4,91.11,15-20,-0.1070000000000002,Graduate
39456,3-4,3-4,81.4,10-15,-0.5059999999999998,Sophomore
39457,3-4,2-3,82.15,0-5,-0.6890000000000001,Graduate
39458,3-4,2-3,90.46,05-10,-0.5449999999999999,Freshman
39459,2-3,2-3,77.44,20-25,-0.5619999999999998,Freshman
39460,3-4,3-4,75.74,05-10,0.9869999999999997,Freshman
39461,3-4,3-4,63.67,20-25,-0.3860000000000001,Junior
39462,3-4,3-4,60.53,0-5,0.5570000000000004,Freshman
39463,3-4,2-3,71.43,10-15,-0.7169999999999996,Sophomore
39464,3-4,3-4,72.95,0-5,0.6859999999999999,Junior
39465,3-4,3-4,68.08,0-5,-0.34299999999999997,Freshman
39466,2-3,2-3,67.78,05-10,-1.23,Senior
39467,3-4,3-4,64.15,05-10,1.221,Sophomore
39468,3-4,3-4,53.86,05-10,-0.972,Freshman
39469,3-4,3-4,83.44,05-10,0.565,Sophomore
39470,3-4,3-4,65.47,10-15,-0.6019999999999999,Freshman
39471,3-4,3-4,54.75,05-10,-0.387,Senior
39472,3-4,3-4,60.73,10-15,0.18700000000000028,Sophomore
39473,3-4,3-4,63.61,0-5,-0.15600000000000014,Freshman
39474,2-3,2-3,62.93,10-15,-0.43100000000000005,Junior
39475,3-4,3-4,77.3,10-15,0.15900000000000025,Junior
39476,3-4,3-4,60.17,0-5,0.26800000000000024,Sophomore
39477,2-3,2-3,55.34,30-35,-1.3119999999999998,Sophomore
39478,2-3,2-3,71.14,05-10,-0.06999999999999984,Senior
39479,3-4,3-4,71.62,0-5,0.8019999999999996,Junior
39480,2-3,2-3,74.92,15-20,-1.08,Freshman
39481,3-4,2-3,71.58,0-5,-0.17400000000000038,Graduate
39482,3-4,3-4,100.0,10-15,0.08400000000000007,Sophomore
39483,2-3,2-3,91.73,0-5,-1.0979999999999999,Junior
39484,3-4,3-4,86.4,10-15,0.7960000000000003,Junior
39485,3-4,3-4,48.55,0-5,-0.8050000000000002,Freshman
39486,3-4,3-4,61.8,0-5,0.875,Sophomore
39487,3-4,3-4,77.86,0-5,-0.4219999999999997,Junior
39488,3-4,2-3,75.51,05-10,-0.7309999999999999,Sophomore
39489,3-4,2-3,63.73,0-5,-0.2719999999999998,Sophomore
39490,3-4,3-4,64.02,15-20,0.11499999999999977,Junior
39491,3-4,2-3,77.32,20-25,-0.4590000000000001,Senior
39492,3-4,3-4,83.45,15-20,-0.3330000000000002,Senior
39493,3-4,3-4,65.53,0-5,0.3679999999999999,Freshman
39494,3-4,3-4,82.24,0-5,-0.6550000000000002,Senior
39495,3-4,3-4,83.23,0-5,0.42100000000000026,Graduate
39496,3-4,3-4,77.54,10-15,-0.746,Junior
39497,2-3,2-3,75.59,15-20,-1.005,Junior
39498,3-4,3-4,68.17,0-5,0.6930000000000001,Graduate
39499,2-3,2-3,82.14,05-10,-1.359,Graduate
39500,3-4,3-4,66.05,05-10,0.5070000000000001,Junior
39501,2-3,2-3,57.68,35-40,-1.532,Senior
39502,3-4,3-4,45.54,15-20,1.1359999999999997,Freshman
39503,3-4,3-4,78.09,10-15,-0.8620000000000001,Sophomore
39504,3-4,2-3,76.62,05-10,-0.5010000000000003,Senior
39505,3-4,3-4,91.82,0-5,0.548,Sophomore
39506,3-4,3-4,95.33,10-15,-0.33899999999999997,Junior
39507,2-3,3-4,71.96,0-5,-0.9690000000000003,Freshman
39508,3-4,3-4,91.75,0-5,0.5259999999999998,Graduate
39509,3-4,3-4,78.07,0-5,-0.8439999999999999,Graduate
39510,3-4,2-3,69.82,15-20,-0.24300000000000033,Junior
39511,3-4,3-4,100.0,0-5,0.4890000000000003,Freshman
39512,3-4,3-4,63.86,0-5,-0.19399999999999995,Senior
39513,2-3,2-3,77.24,0-5,-1.5029999999999997,Freshman
39514,2-3,2-3,88.82,20-25,0.2250000000000001,Sophomore
39515,3-4,3-4,100.0,0-5,0.6639999999999997,Graduate
39516,3-4,3-4,93.27,0-5,-0.28200000000000003,Freshman
39517,2-3,2-3,60.82,05-10,-0.44499999999999984,Sophomore
39518,2-3,2-3,87.26,0-5,-0.31700000000000017,Junior
39519,2-3,2-3,65.17,0-5,-0.10899999999999999,Freshman
39520,3-4,3-4,32.58,0-5,0.855,Freshman
39521,3-4,3-4,66.36,20-25,-0.2290000000000001,Junior
39522,2-3,2-3,62.73,10-15,-1.06,Freshman
39523,1-2,1-2,62.19,0-5,-0.808,Sophomore
39524,3-4,2-3,67.82,05-10,1.38,Junior
39525,3-4,3-4,47.97,35-40,-0.05999999999999961,Sophomore
39526,3-4,3-4,69.68,10-15,-0.129,Senior
39527,3-4,2-3,73.07,0-5,-0.5060000000000002,Graduate
39528,2-3,2-3,95.66,10-15,-0.4370000000000003,Senior
39529,2-3,2-3,68.4,0-5,-0.0259999999999998,Graduate
39530,3-4,2-3,89.9,0-5,0.09499999999999975,Sophomore
39531,3-4,3-4,85.74,0-5,0.0129999999999999,Sophomore
39532,3-4,3-4,70.02,05-10,-0.06800000000000006,Freshman
39533,3-4,2-3,80.15,20-25,-0.948,Graduate
39534,3-4,3-4,75.6,05-10,0.3810000000000002,Sophomore
39535,3-4,3-4,72.76,0-5,-0.33999999999999986,Senior
39536,2-3,2-3,91.27,10-15,-0.8679999999999999,Senior
39537,3-4,3-4,78.15,0-5,0.5299999999999998,Freshman
39538,3-4,3-4,80.08,0-5,-0.3660000000000001,Graduate
39539,3-4,3-4,83.98,0-5,-0.16000000000000014,Junior
39540,2-3,2-3,74.76,0-5,-1.451,Sophomore
39541,3-4,2-3,54.13,0-5,0.14500000000000002,Graduate
39542,2-3,2-3,88.03,05-10,-0.7120000000000002,Senior
39543,3-4,3-4,80.47,0-5,0.6029999999999998,Junior
39544,3-4,3-4,89.87,10-15,-0.4910000000000001,Graduate
39545,2-3,2-3,96.16,05-10,-0.5759999999999996,Senior
39546,3-4,3-4,73.31,0-5,0.9299999999999997,Freshman
39547,3-4,3-4,100.0,05-10,-0.3370000000000002,Graduate
39548,3-4,3-4,76.24,0-5,-0.23399999999999999,Junior
39549,3-4,3-4,69.65,0-5,-0.6469999999999998,Sophomore
39550,3-4,3-4,58.31,05-10,0.45999999999999996,Senior
39551,3-4,3-4,66.84,05-10,-0.532,Freshman
39552,2-3,2-3,74.84,05-10,-1.081,Senior
39553,2-3,2-3,65.33,0-5,0.5109999999999997,Freshman
39554,3-4,3-4,93.49,0-5,0.3929999999999998,Freshman
39555,2-3,2-3,69.02,0-5,-1.1909999999999998,Sophomore
39556,3-4,3-4,76.62,05-10,0.734,Sophomore
39557,3-4,2-3,72.3,20-25,-0.964,Junior
39558,3-4,3-4,96.43,0-5,0.5460000000000003,Junior
39559,3-4,3-4,79.61,0-5,-0.44099999999999984,Senior
39560,3-4,3-4,73.99,0-5,-0.40900000000000025,Freshman
39561,3-4,3-4,65.46,0-5,-0.7850000000000001,Graduate
39562,3-4,3-4,75.0,0-5,0.01200000000000001,Graduate
39563,3-4,3-4,78.06,05-10,-0.8659999999999997,Freshman
39564,2-3,2-3,62.04,15-20,-0.613,Junior
39565,3-4,3-4,66.74,05-10,0.16900000000000004,Junior
39566,3-4,3-4,72.12,0-5,-0.15200000000000014,Graduate
39567,3-4,3-4,100.0,0-5,0.2240000000000002,Graduate
39568,2-3,2-3,78.97,0-5,-1.467,Freshman
39569,2-3,2-3,84.12,05-10,-0.31800000000000006,Graduate
39570,1-2,1-2,62.36,0-5,-0.7470000000000001,Freshman
39571,3-4,3-4,100.0,0-5,1.727,Junior
39572,2-3,3-4,81.1,05-10,-0.815,Sophomore
39573,2-3,2-3,95.73,0-5,-0.3039999999999998,Sophomore
39574,3-4,3-4,94.28,0-5,0.7279999999999998,Junior
39575,3-4,2-3,93.15,10-15,-0.536,Junior
39576,3-4,2-3,66.42,0-5,-0.43000000000000016,Freshman
39577,3-4,2-3,68.53,10-15,-0.15900000000000025,Graduate
39578,3-4,3-4,78.26,15-20,0.8169999999999997,Freshman
39579,3-4,3-4,61.31,0-5,-0.637,Sophomore
39580,3-4,3-4,90.75,25-30,-0.03100000000000014,Senior
39581,2-3,2-3,66.49,10-15,-1.6800000000000002,Graduate
39582,3-4,2-3,97.91,05-10,-0.133,Senior
39583,3-4,2-3,72.17,05-10,-0.2999999999999998,Sophomore
39584,3-4,3-4,88.89,0-5,-0.11099999999999977,Senior
39585,3-4,3-4,93.11,0-5,0.484,Senior
39586,3-4,3-4,70.72,0-5,-0.30500000000000016,Junior
39587,3-4,3-4,49.59,0-5,-0.581,Senior
39588,3-4,3-4,60.08,05-10,-0.5899999999999999,Junior
39589,2-3,2-3,59.86,0-5,-0.4710000000000001,Freshman
39590,3-4,3-4,64.86,0-5,0.5369999999999999,Sophomore
39591,3-4,3-4,100.0,05-10,-0.14500000000000002,Senior
39592,3-4,3-4,83.57,15-20,-0.71,Sophomore
39593,3-4,3-4,60.09,05-10,0.14000000000000012,Junior
39594,3-4,2-3,70.71,20-25,-0.4969999999999999,Junior
39595,3-4,3-4,83.6,10-15,-0.2280000000000002,Senior
39596,3-4,3-4,85.49,05-10,-0.4950000000000001,Sophomore
39597,3-4,3-4,100.0,05-10,-0.1349999999999998,Junior
39598,3-4,3-4,57.53,15-20,-0.44899999999999984,Junior
39599,1-2,1-2,69.59,0-5,-1.8289999999999997,Senior
39600,3-4,3-4,75.07,10-15,1.63,Junior
39601,3-4,3-4,78.51,0-5,0.3740000000000001,Sophomore
39602,3-4,3-4,66.33,0-5,-0.8479999999999999,Junior
39603,2-3,2-3,78.46,20-25,-0.5150000000000001,Freshman
39604,3-4,3-4,76.74,0-5,0.6759999999999997,Junior
39605,3-4,3-4,65.01,0-5,-0.21899999999999986,Graduate
39606,3-4,3-4,54.81,10-15,-0.16400000000000015,Junior
39607,2-3,2-3,86.02,05-10,-0.9910000000000001,Sophomore
39608,3-4,3-4,68.65,05-10,0.5249999999999999,Sophomore
39609,3-4,3-4,67.2,10-15,-0.03200000000000003,Graduate
39610,3-4,3-4,54.22,0-5,-0.512,Senior
39611,3-4,3-4,71.09,10-15,0.3500000000000001,Senior
39612,3-4,3-4,100.0,0-5,-0.5169999999999999,Junior
39613,3-4,3-4,59.06,10-15,-0.786,Sophomore
39614,3-4,3-4,73.98,0-5,-0.13500000000000023,Freshman
39615,3-4,3-4,66.51,0-5,-0.27300000000000013,Graduate
39616,3-4,2-3,78.55,10-15,-0.8530000000000002,Freshman
39617,2-3,2-3,65.36,05-10,-0.8599999999999999,Sophomore
39618,3-4,3-4,87.6,20-25,1.5,Senior
39619,3-4,3-4,99.15,0-5,0.01100000000000012,Sophomore
39620,2-3,2-3,70.55,05-10,-1.2850000000000001,Junior
39621,3-4,3-4,73.23,0-5,0.2799999999999998,Senior
39622,3-4,3-4,80.58,0-5,0.2769999999999997,Junior
39623,2-3,2-3,62.1,20-25,-1.495,Junior
39624,3-4,3-4,71.83,20-25,1.1480000000000001,Freshman
39625,3-4,3-4,83.67,0-5,-0.899,Junior
39626,2-3,2-3,92.72,05-10,-1.4060000000000001,Junior
39627,3-4,2-3,79.7,05-10,0.5099999999999998,Graduate
39628,3-4,2-3,58.92,20-25,-0.2599999999999998,Junior
39629,3-4,2-3,87.56,25-30,-0.3620000000000001,Junior
39630,3-4,3-4,70.89,10-15,0.29499999999999993,Senior
39631,3-4,2-3,65.77,05-10,-0.6790000000000003,Junior
39632,3-4,3-4,82.26,10-15,0.32499999999999973,Sophomore
39633,3-4,3-4,84.99,20-25,-0.5499999999999998,Graduate
39634,3-4,3-4,91.27,10-15,0.018000000000000238,Graduate
39635,3-4,3-4,69.54,25-30,-0.6139999999999999,Graduate
39636,3-4,3-4,51.74,0-5,-0.6470000000000002,Sophomore
39637,2-3,2-3,77.55,05-10,-0.77,Sophomore
39638,2-3,2-3,58.73,25-30,-0.40900000000000025,Graduate
39639,3-4,3-4,60.92,10-15,0.8639999999999999,Freshman
39640,3-4,3-4,84.84,05-10,-0.07299999999999995,Senior
39641,3-4,3-4,80.32,10-15,-0.1259999999999999,Sophomore
39642,2-3,2-3,61.39,25-30,-0.621,Senior
39643,2-3,2-3,59.83,0-5,-0.4520000000000004,Senior
39644,3-4,3-4,49.09,05-10,0.30200000000000005,Sophomore
39645,2-3,2-3,100.0,0-5,-0.30000000000000027,Freshman
39646,3-4,3-4,88.63,0-5,0.6440000000000001,Senior
39647,3-4,3-4,88.25,0-5,-0.3999999999999999,Freshman
39648,3-4,3-4,100.0,0-5,-0.27500000000000036,Freshman
39649,3-4,3-4,94.98,10-15,0.5710000000000002,Graduate
39650,2-3,3-4,40.64,10-15,-0.9980000000000002,Senior
39651,3-4,3-4,79.7,05-10,0.5059999999999998,Junior
39652,3-4,3-4,84.63,0-5,-0.08899999999999997,Senior
39653,2-3,2-3,55.03,25-30,-1.112,Graduate
39654,3-4,3-4,71.13,05-10,0.6560000000000001,Freshman
39655,3-4,3-4,63.81,0-5,-0.27200000000000024,Freshman
39656,3-4,2-3,67.33,05-10,-1.0310000000000001,Senior
39657,3-4,3-4,87.67,0-5,0.4079999999999999,Sophomore
39658,3-4,3-4,72.96,20-25,-0.7450000000000001,Freshman
39659,2-3,2-3,55.78,35-40,-0.9380000000000002,Junior
39660,3-4,3-4,82.87,0-5,1.1229999999999998,Senior
39661,1-2,1-2,68.74,35-40,-1.8560000000000003,Freshman
39662,3-4,3-4,85.97,10-15,1.583,Junior
39663,3-4,3-4,60.03,0-5,-0.1080000000000001,Junior
39664,3-4,3-4,68.25,0-5,-0.8250000000000002,Freshman
39665,2-3,2-3,80.45,15-20,-0.806,Junior
39666,3-4,3-4,81.81,20-25,0.54,Graduate
39667,3-4,3-4,84.68,0-5,-0.06800000000000006,Senior
39668,3-4,3-4,81.37,0-5,-0.41100000000000003,Junior
39669,3-4,3-4,55.77,05-10,-0.496,Freshman
39670,3-4,3-4,76.17,05-10,0.6149999999999998,Freshman
39671,3-4,3-4,83.12,0-5,-0.12700000000000022,Freshman
39672,3-4,3-4,59.6,0-5,0.0129999999999999,Senior
39673,2-3,1-2,55.63,05-10,-2.065,Senior
39674,2-3,2-3,90.05,0-5,0.6909999999999998,Senior
39675,2-3,3-4,58.81,15-20,0.12699999999999978,Sophomore
39676,2-3,2-3,63.73,05-10,-0.5409999999999999,Freshman
39677,2-3,2-3,74.83,0-5,-0.30400000000000027,Senior
39678,3-4,3-4,90.05,0-5,0.6390000000000002,Graduate
39679,3-4,3-4,67.8,05-10,-0.39200000000000035,Junior
39680,2-3,2-3,81.65,05-10,-1.1219999999999999,Senior
39681,3-4,3-4,73.22,10-15,0.8899999999999997,Senior
39682,2-3,2-3,71.76,0-5,-1.8900000000000001,Graduate
39683,3-4,3-4,66.2,0-5,1.1079999999999997,Freshman
39684,3-4,3-4,80.78,0-5,-0.17700000000000005,Graduate
39685,3-4,3-4,81.89,0-5,-0.19499999999999984,Graduate
39686,3-4,3-4,70.61,05-10,-0.6139999999999999,Graduate
39687,3-4,3-4,74.75,0-5,-0.06299999999999972,Graduate
39688,3-4,3-4,71.62,0-5,0.17499999999999982,Junior
39689,3-4,3-4,75.73,0-5,-0.6480000000000001,Freshman
39690,2-3,2-3,96.43,10-15,-1.0,Senior
39691,2-3,2-3,77.91,05-10,-0.09699999999999998,Freshman
39692,3-4,3-4,73.19,20-25,0.6619999999999999,Senior
39693,3-4,3-4,78.24,0-5,-0.6539999999999999,Junior
39694,2-3,2-3,76.81,05-10,-0.6549999999999998,Freshman
39695,2-3,2-3,74.18,0-5,-0.1379999999999999,Junior
39696,3-4,2-3,95.18,15-20,-0.18199999999999994,Senior
39697,2-3,2-3,46.23,0-5,-0.7750000000000004,Freshman
39698,3-4,3-4,67.33,0-5,0.9249999999999998,Freshman
39699,3-4,3-4,86.35,10-15,-0.4159999999999999,Junior
39700,2-3,2-3,85.65,10-15,-1.093,Freshman
39701,2-3,2-3,52.31,10-15,-0.31999999999999984,Graduate
39702,3-4,3-4,95.54,0-5,0.5910000000000002,Senior
39703,3-4,3-4,100.0,05-10,0.06400000000000006,Junior
39704,2-3,2-3,58.42,0-5,-1.4889999999999999,Freshman
39705,3-4,3-4,89.94,0-5,0.9239999999999999,Junior
39706,3-4,2-3,95.14,10-15,-0.48299999999999965,Senior
39707,3-4,3-4,86.12,20-25,0.6890000000000001,Junior
39708,3-4,3-4,80.49,25-30,-0.08400000000000007,Graduate
39709,3-4,3-4,86.62,05-10,-0.98,Senior
39710,2-3,2-3,50.42,05-10,-1.1270000000000002,Sophomore
39711,2-3,2-3,63.35,0-5,-0.23000000000000043,Senior
39712,3-4,3-4,64.27,0-5,0.9379999999999997,Junior
39713,2-3,2-3,69.29,10-15,-0.8500000000000001,Graduate
39714,3-4,2-3,74.02,0-5,0.09699999999999998,Junior
39715,3-4,2-3,76.6,05-10,-0.3959999999999999,Junior
39716,3-4,2-3,68.68,05-10,-0.262,Junior
39717,3-4,3-4,64.74,15-20,-0.052999999999999936,Sophomore
39718,3-4,2-3,90.55,05-10,-0.31999999999999984,Freshman
39719,3-4,3-4,100.0,0-5,0.2969999999999997,Sophomore
39720,3-4,3-4,67.71,15-20,-0.7200000000000002,Sophomore
39721,3-4,3-4,94.07,0-5,-0.3250000000000002,Freshman
39722,3-4,3-4,74.25,10-15,-0.3620000000000001,Senior
39723,2-3,2-3,88.43,05-10,-0.9750000000000001,Freshman
39724,3-4,2-3,76.46,0-5,0.05699999999999994,Graduate
39725,3-4,3-4,68.11,0-5,-0.1259999999999999,Freshman
39726,2-3,2-3,46.18,05-10,-0.762,Freshman
39727,3-4,3-4,93.92,05-10,0.5,Graduate
39728,2-3,2-3,64.87,0-5,-1.209,Graduate
39729,3-4,3-4,90.02,0-5,0.6560000000000001,Freshman
39730,3-4,3-4,71.4,0-5,-0.1479999999999997,Freshman
39731,3-4,3-4,68.31,25-30,-0.516,Freshman
39732,2-3,2-3,76.68,0-5,-0.4370000000000003,Junior
39733,3-4,3-4,91.73,10-15,0.8980000000000001,Sophomore
39734,3-4,3-4,89.37,15-20,-0.20299999999999985,Sophomore
39735,3-4,3-4,78.93,10-15,-0.552,Senior
39736,3-4,3-4,78.89,0-5,-0.7730000000000001,Graduate
39737,3-4,3-4,89.94,05-10,-0.33099999999999996,Graduate
39738,3-4,3-4,73.89,0-5,-0.29700000000000015,Junior
39739,3-4,3-4,72.08,0-5,0.12600000000000033,Sophomore
39740,3-4,2-3,80.58,0-5,-0.8689999999999998,Junior
39741,3-4,3-4,64.84,0-5,0.08699999999999974,Graduate
39742,2-3,2-3,63.88,10-15,-1.113,Freshman
39743,3-4,3-4,63.04,0-5,0.931,Graduate
39744,2-3,2-3,81.72,0-5,-1.6269999999999998,Sophomore
39745,3-4,3-4,90.1,0-5,0.7930000000000001,Sophomore
39746,3-4,3-4,72.76,0-5,-0.014000000000000234,Sophomore
39747,2-3,2-3,83.8,0-5,-1.331,Graduate
39748,2-3,1-2,65.48,0-5,-0.4029999999999998,Freshman
39749,3-4,3-4,69.67,05-10,0.9210000000000003,Sophomore
39750,2-3,2-3,100.0,35-40,-1.1679999999999997,Senior
39751,3-4,3-4,98.25,0-5,0.46799999999999997,Graduate
39752,3-4,3-4,83.35,15-20,-0.3430000000000004,Freshman
39753,3-4,3-4,96.13,0-5,0.11699999999999999,Junior
39754,2-3,2-3,78.87,10-15,-1.6139999999999999,Graduate
39755,3-4,3-4,73.52,05-10,1.1320000000000001,Graduate
39756,3-4,3-4,88.56,15-20,-0.1070000000000002,Graduate
39757,3-4,3-4,89.59,10-15,-0.6949999999999998,Graduate
39758,2-3,2-3,94.12,0-5,-1.186,Sophomore
39759,2-3,2-3,64.57,0-5,-0.08700000000000019,Freshman
39760,3-4,3-4,86.42,10-15,1.374,Graduate
39761,3-4,3-4,92.23,05-10,-0.18799999999999972,Senior
39762,3-4,3-4,58.28,0-5,-0.867,Sophomore
39763,3-4,3-4,76.4,0-5,0.2650000000000001,Senior
39764,3-4,3-4,77.83,0-5,-0.746,Sophomore
39765,3-4,3-4,84.85,05-10,0.29499999999999993,Junior
39766,3-4,3-4,84.0,0-5,-0.6890000000000001,Sophomore
39767,3-4,3-4,81.02,0-5,-0.051000000000000156,Junior
39768,2-3,2-3,64.9,05-10,-1.229,Graduate
39769,3-4,3-4,69.5,0-5,0.778,Senior
39770,3-4,3-4,68.6,0-5,-0.16100000000000003,Senior
39771,3-4,2-3,79.75,0-5,-1.0099999999999998,Sophomore
39772,3-4,3-4,68.76,25-30,-0.02300000000000013,Freshman
39773,3-4,3-4,65.51,0-5,-0.0860000000000003,Senior
39774,3-4,3-4,62.33,15-20,-0.039000000000000146,Junior
39775,3-4,3-4,100.0,15-20,-0.05600000000000005,Freshman
39776,3-4,3-4,72.77,05-10,0.1280000000000001,Graduate
39777,3-4,2-3,75.55,05-10,-1.1880000000000002,Junior
39778,3-4,3-4,90.55,05-10,0.017000000000000348,Junior
39779,3-4,3-4,67.06,10-15,-0.6190000000000002,Sophomore
39780,3-4,3-4,78.74,15-20,-0.18799999999999972,Graduate
39781,3-4,3-4,73.23,0-5,0.3679999999999999,Graduate
39782,3-4,3-4,80.72,10-15,-0.6510000000000002,Senior
39783,3-4,3-4,62.74,35-40,0.24799999999999978,Freshman
39784,3-4,3-4,79.17,35-40,-0.3919999999999999,Freshman
39785,3-4,3-4,49.94,05-10,0.09699999999999998,Junior
39786,3-4,3-4,79.83,0-5,-0.8039999999999998,Freshman
39787,3-4,3-4,36.76,0-5,-0.23599999999999977,Sophomore
39788,2-3,2-3,61.95,25-30,-0.4289999999999998,Freshman
39789,3-4,3-4,69.02,05-10,0.8069999999999999,Sophomore
39790,3-4,2-3,80.19,0-5,-1.205,Graduate
39791,3-4,2-3,79.88,05-10,-0.6799999999999997,Senior
39792,2-3,2-3,71.87,0-5,-0.7720000000000002,Freshman
39793,3-4,3-4,85.91,10-15,1.206,Senior
39794,2-3,2-3,67.57,0-5,-0.9819999999999998,Freshman
39795,3-4,2-3,74.23,0-5,-0.04700000000000015,Graduate
39796,2-3,2-3,67.9,20-25,-0.7490000000000001,Junior
39797,3-4,3-4,75.86,0-5,0.871,Junior
39798,3-4,3-4,88.09,05-10,0.43500000000000005,Sophomore
39799,3-4,2-3,85.15,20-25,-1.0059999999999998,Junior
39800,3-4,3-4,86.39,05-10,0.7240000000000002,Junior
39801,3-4,3-4,66.96,0-5,-0.6220000000000003,Senior
39802,3-4,3-4,66.85,05-10,-0.2570000000000001,Freshman
39803,3-4,3-4,83.34,10-15,-0.43199999999999994,Sophomore
39804,2-3,2-3,63.84,0-5,-1.259,Sophomore
39805,3-4,3-4,65.12,0-5,0.5720000000000001,Freshman
39806,3-4,3-4,79.8,0-5,-0.11099999999999977,Sophomore
39807,3-4,3-4,55.07,0-5,-0.254,Sophomore
39808,3-4,3-4,99.01,05-10,-0.2650000000000001,Senior
