Weekly_GenAI_Hours,Traditional_Study_Hours,Perceived_AI_Dependency,Burnout_Risk_Level,Anxiety_Level_During_Exams,Institutional_Policy
5.03,16.97,3,medium,3,strict_ban
4.48,1.21,2,low,3,allowed_with_citation
6.98,11.44,1,medium,3,strict_ban
23.3,9.34,6,high,3,actively_encouraged
0.68,9.07,4,medium,3,actively_encouraged
16.33,7.9,5,high,3,allowed_with_citation
4.0,21.49,2,high,3,actively_encouraged
7.14,18.41,2,medium,3,allowed_with_citation
1.4,7.07,1,low,3,actively_encouraged
23.96,14.15,3,high,3,actively_encouraged
2.32,15.04,3,medium,3,actively_encouraged
2.8,19.96,5,low,3,allowed_with_citation
5.66,17.09,1,medium,3,allowed_with_citation
9.69,5.62,2,high,3,allowed_with_citation
9.63,11.61,2,medium,3,allowed_with_citation
3.49,3.43,6,medium,3,allowed_with_citation
6.41,17.12,3,low,3,strict_ban
0.84,10.87,5,medium,3,actively_encouraged
19.98,11.8,6,high,3,strict_ban
11.96,9.96,7,medium,3,actively_encouraged
13.7,11.84,5,high,3,allowed_with_citation
3.83,9.52,4,medium,3,allowed_with_citation
0.87,4.9,1,low,3,actively_encouraged
2.63,7.15,2,medium,3,allowed_with_citation
3.7,7.79,5,low,3,allowed_with_citation
21.85,13.27,5,high,3,allowed_with_citation
4.54,13.06,2,low,3,allowed_with_citation
18.66,16.2,4,medium,3,allowed_with_citation
2.14,13.63,1,medium,3,strict_ban
6.54,15.36,1,low,3,allowed_with_citation
3.37,12.69,5,medium,3,allowed_with_citation
34.0,6.76,8,high,3,actively_encouraged
16.49,1.0,3,high,3,actively_encouraged
2.1,20.23,1,medium,3,strict_ban
7.58,7.16,2,high,3,actively_encouraged
2.72,19.16,1,medium,3,allowed_with_citation
2.37,3.94,3,high,3,allowed_with_citation
4.43,5.5,4,high,3,allowed_with_citation
2.93,19.68,4,high,3,actively_encouraged
1.18,9.3,3,medium,3,allowed_with_citation
2.21,8.88,2,low,3,actively_encouraged
3.39,8.19,2,low,3,allowed_with_citation
0.64,21.75,1,medium,3,allowed_with_citation
10.92,17.84,5,low,3,actively_encouraged
19.62,10.3,7,high,3,allowed_with_citation
10.74,1.89,6,medium,3,allowed_with_citation
3.02,9.98,1,low,3,actively_encouraged
1.38,12.05,4,low,3,allowed_with_citation
1.78,18.29,2,medium,3,allowed_with_citation
5.12,9.76,1,low,3,actively_encouraged
2.04,10.53,1,low,3,allowed_with_citation
0.21,17.6,1,low,3,strict_ban
2.74,14.3,4,medium,3,allowed_with_citation
3.89,3.18,1,medium,3,strict_ban
0.68,9.43,1,medium,3,actively_encouraged
1.09,21.79,4,low,3,actively_encouraged
16.34,15.29,2,low,3,actively_encouraged
1.92,9.84,1,medium,3,strict_ban
1.04,10.1,2,medium,3,allowed_with_citation
29.03,11.08,7,medium,3,allowed_with_citation
0.38,1.65,3,medium,3,actively_encouraged
1.34,11.94,2,low,3,allowed_with_citation
7.23,11.3,2,medium,3,allowed_with_citation
0.79,15.51,2,low,3,actively_encouraged
1.1,17.55,2,medium,3,strict_ban
5.21,11.81,1,high,3,allowed_with_citation
7.02,13.18,2,low,3,allowed_with_citation
8.18,12.32,4,low,3,actively_encouraged
2.74,23.08,1,low,3,allowed_with_citation
25.61,10.32,8,low,3,allowed_with_citation
8.32,13.79,5,low,3,actively_encouraged
2.08,19.29,5,low,3,allowed_with_citation
8.72,14.07,4,low,3,allowed_with_citation
1.63,18.71,4,low,3,strict_ban
10.48,2.75,2,medium,3,allowed_with_citation
1.91,14.19,3,low,2,actively_encouraged
2.38,11.33,2,high,2,actively_encouraged
0.51,10.84,1,medium,2,allowed_with_citation
16.74,6.48,4,high,2,allowed_with_citation
0.17,19.4,3,medium,2,allowed_with_citation
5.72,13.43,2,medium,2,actively_encouraged
10.28,21.84,4,low,2,allowed_with_citation
8.53,12.93,4,low,2,strict_ban
2.94,13.56,3,low,2,allowed_with_citation
0.1,18.66,3,medium,2,allowed_with_citation
3.93,12.31,1,low,2,allowed_with_citation
1.57,16.37,4,low,2,allowed_with_citation
5.87,8.39,3,high,2,strict_ban
6.51,2.53,1,high,2,actively_encouraged
3.58,13.55,3,medium,2,allowed_with_citation
2.61,15.92,3,medium,2,allowed_with_citation
19.89,4.04,5,high,2,allowed_with_citation
0.58,13.01,2,medium,2,actively_encouraged
3.32,10.21,5,medium,2,allowed_with_citation
11.3,11.04,6,high,2,allowed_with_citation
1.9,9.32,3,low,2,allowed_with_citation
3.79,12.71,4,high,2,allowed_with_citation
6.48,5.54,1,low,2,strict_ban
1.76,17.76,1,medium,2,allowed_with_citation
23.79,1.0,6,medium,2,allowed_with_citation
6.08,12.14,4,high,2,allowed_with_citation
8.8,12.15,3,medium,2,allowed_with_citation
2.4,14.93,2,medium,2,allowed_with_citation
2.34,14.52,2,low,2,allowed_with_citation
5.93,13.24,3,low,2,allowed_with_citation
0.15,4.44,3,medium,2,strict_ban
1.14,3.71,3,medium,2,strict_ban
0.84,11.05,1,low,2,actively_encouraged
2.5,19.98,1,medium,2,allowed_with_citation
38.41,4.13,8,high,2,allowed_with_citation
17.34,10.47,3,medium,2,allowed_with_citation
7.73,6.82,4,low,2,strict_ban
1.29,16.8,2,low,2,allowed_with_citation
3.15,9.18,2,medium,2,actively_encouraged
1.13,14.93,4,low,2,strict_ban
5.68,12.6,3,low,2,allowed_with_citation
9.88,18.23,3,high,2,allowed_with_citation
8.49,11.72,4,high,2,actively_encouraged
10.99,15.83,5,low,2,allowed_with_citation
6.12,11.96,2,medium,2,strict_ban
0.56,5.49,2,low,2,allowed_with_citation
1.58,12.03,1,low,2,strict_ban
2.72,5.73,1,medium,2,allowed_with_citation
2.62,8.65,3,low,2,actively_encouraged
3.62,6.41,4,high,2,allowed_with_citation
6.89,15.62,3,low,2,allowed_with_citation
8.97,12.28,2,medium,2,strict_ban
4.06,14.57,3,low,2,allowed_with_citation
7.43,16.25,3,medium,2,allowed_with_citation
1.38,12.27,1,low,2,allowed_with_citation
1.07,7.82,3,low,2,allowed_with_citation
0.32,25.55,1,low,2,allowed_with_citation
1.89,5.08,1,medium,2,strict_ban
12.47,21.9,2,high,2,allowed_with_citation
9.42,5.87,2,high,2,allowed_with_citation
2.2,4.74,2,low,2,actively_encouraged
8.4,15.5,1,medium,2,actively_encouraged
12.5,11.8,5,medium,2,actively_encouraged
29.3,3.79,7,high,2,actively_encouraged
11.39,17.15,2,medium,2,actively_encouraged
6.94,11.76,2,medium,2,allowed_with_citation
3.32,11.01,3,medium,2,allowed_with_citation
1.31,20.14,2,low,2,allowed_with_citation
0.02,2.58,1,high,2,actively_encouraged
0.82,5.18,3,high,2,allowed_with_citation
1.9,10.56,2,high,2,allowed_with_citation
6.12,17.1,2,medium,2,allowed_with_citation
1.0,8.8,2,medium,2,allowed_with_citation
6.51,9.08,2,medium,2,strict_ban
4.05,16.86,1,high,2,allowed_with_citation
12.98,8.54,3,medium,2,allowed_with_citation
4.47,1.0,1,medium,2,allowed_with_citation
9.68,9.87,5,medium,2,allowed_with_citation
4.86,15.12,2,medium,2,strict_ban
0.22,18.07,2,low,2,strict_ban
1.9,16.03,1,low,2,allowed_with_citation
1.47,7.44,3,low,2,allowed_with_citation
9.22,11.58,3,medium,2,allowed_with_citation
0.61,18.03,1,high,2,allowed_with_citation
1.89,15.37,2,low,2,allowed_with_citation
2.24,19.32,1,medium,2,allowed_with_citation
3.58,6.7,2,medium,2,actively_encouraged
0.54,9.62,1,medium,2,actively_encouraged
1.31,17.14,4,medium,2,strict_ban
2.56,9.26,1,low,2,allowed_with_citation
12.8,15.92,3,high,2,strict_ban
3.6,16.4,3,medium,2,actively_encouraged
7.15,16.96,4,low,2,strict_ban
5.23,4.14,5,medium,2,allowed_with_citation
3.51,1.0,2,medium,2,actively_encouraged
17.75,8.65,6,medium,2,allowed_with_citation
2.76,14.4,1,medium,2,allowed_with_citation
22.4,11.03,8,high,2,allowed_with_citation
16.2,9.73,5,high,2,strict_ban
2.55,18.33,1,low,2,strict_ban
5.53,23.19,3,low,2,allowed_with_citation
4.48,8.73,3,medium,2,allowed_with_citation
0.56,11.07,4,low,2,allowed_with_citation
14.09,15.12,4,high,2,allowed_with_citation
0.64,6.05,4,medium,2,actively_encouraged
4.26,9.13,2,low,2,actively_encouraged
6.15,10.03,3,low,2,actively_encouraged
4.74,12.23,4,medium,2,strict_ban
0.59,16.8,3,medium,2,allowed_with_citation
1.17,13.33,1,medium,2,strict_ban
12.75,16.96,4,high,2,allowed_with_citation
0.67,19.57,2,medium,2,allowed_with_citation
0.9,13.52,1,low,2,strict_ban
10.45,13.5,4,medium,2,actively_encouraged
2.38,19.88,5,low,2,allowed_with_citation
4.12,15.09,2,medium,2,strict_ban
16.43,16.38,8,high,2,allowed_with_citation
3.38,8.84,3,medium,2,strict_ban
2.2,7.16,1,medium,2,strict_ban
16.9,10.54,3,medium,2,actively_encouraged
6.9,5.62,6,medium,2,strict_ban
0.66,15.23,1,low,2,allowed_with_citation
5.66,15.38,2,low,2,actively_encouraged
11.67,15.57,3,low,2,allowed_with_citation
0.05,15.4,2,low,2,allowed_with_citation
0.45,11.74,2,low,2,actively_encouraged
0.3,16.42,2,low,2,allowed_with_citation
4.47,21.99,5,low,2,allowed_with_citation
10.14,15.21,4,medium,2,actively_encouraged
2.56,14.94,3,medium,2,strict_ban
1.87,11.44,1,low,2,actively_encouraged
1.8,13.85,2,low,2,actively_encouraged
2.5,16.71,3,medium,2,actively_encouraged
7.44,9.36,4,medium,2,allowed_with_citation
2.8,16.34,2,medium,2,actively_encouraged
17.31,15.4,4,low,2,actively_encouraged
0.76,11.0,1,low,2,allowed_with_citation
11.56,13.07,2,medium,2,allowed_with_citation
9.51,3.73,5,low,2,allowed_with_citation
19.49,13.8,6,medium,2,allowed_with_citation
3.66,14.1,4,high,2,allowed_with_citation
2.95,10.22,1,low,2,strict_ban
2.71,21.44,1,low,2,strict_ban
20.82,15.82,8,high,2,actively_encouraged
7.98,11.16,2,low,2,actively_encouraged
0.51,10.65,2,high,2,actively_encouraged
11.8,3.24,3,high,2,allowed_with_citation
2.09,7.21,3,medium,2,allowed_with_citation
10.02,10.79,1,medium,2,actively_encouraged
3.86,11.63,3,low,2,allowed_with_citation
0.04,15.99,3,medium,2,actively_encouraged
1.17,11.5,3,low,2,actively_encouraged
3.92,7.99,4,medium,2,actively_encouraged
5.5,15.11,2,medium,2,allowed_with_citation
8.81,10.33,6,medium,2,allowed_with_citation
4.6,14.22,3,high,2,actively_encouraged
17.76,7.89,4,medium,2,actively_encouraged
3.79,14.48,2,low,2,allowed_with_citation
27.13,5.16,8,high,2,allowed_with_citation
10.13,9.77,1,medium,2,actively_encouraged
2.3,7.13,1,medium,2,allowed_with_citation
0.41,22.63,1,low,2,allowed_with_citation
3.12,3.4,4,low,2,strict_ban
0.0,6.41,2,medium,2,allowed_with_citation
7.29,14.34,2,medium,2,actively_encouraged
4.43,11.2,2,medium,2,allowed_with_citation
0.46,9.41,2,medium,2,strict_ban
6.25,19.45,3,medium,2,actively_encouraged
1.0,8.89,3,low,2,allowed_with_citation
0.92,12.77,1,low,2,actively_encouraged
2.45,7.72,1,medium,2,allowed_with_citation
16.14,2.88,4,medium,2,allowed_with_citation
1.11,15.39,4,medium,2,allowed_with_citation
3.52,18.55,4,medium,2,allowed_with_citation
5.56,13.85,4,medium,2,strict_ban
10.46,15.7,1,medium,2,actively_encouraged
11.36,1.0,3,medium,2,allowed_with_citation
5.88,11.91,1,low,2,actively_encouraged
3.99,3.9,2,medium,2,allowed_with_citation
14.62,4.65,4,high,2,allowed_with_citation
14.17,12.81,3,high,2,strict_ban
2.64,7.54,2,medium,2,allowed_with_citation
15.34,14.54,4,low,2,allowed_with_citation
1.39,18.78,2,low,2,allowed_with_citation
0.43,16.68,3,medium,2,allowed_with_citation
8.41,1.0,5,medium,2,actively_encouraged
0.3,7.56,1,low,2,allowed_with_citation
3.03,10.59,3,low,2,allowed_with_citation
29.59,7.05,5,high,2,allowed_with_citation
10.15,10.33,3,high,2,allowed_with_citation
0.82,10.37,3,medium,2,actively_encouraged
4.69,15.89,3,low,2,allowed_with_citation
12.96,13.42,7,low,2,allowed_with_citation
0.05,15.13,2,medium,2,allowed_with_citation
6.54,12.83,5,high,2,strict_ban
7.49,19.23,2,high,2,actively_encouraged
3.81,9.82,5,medium,2,actively_encouraged
3.64,15.94,1,high,2,actively_encouraged
2.93,14.03,1,low,2,actively_encouraged
4.16,4.24,1,low,2,allowed_with_citation
26.78,9.99,5,high,2,allowed_with_citation
2.31,7.08,4,medium,2,allowed_with_citation
0.95,3.81,1,low,2,actively_encouraged
21.15,15.92,3,medium,2,actively_encouraged
21.53,1.0,5,medium,2,allowed_with_citation
0.14,12.21,3,low,2,actively_encouraged
4.38,11.89,3,low,2,allowed_with_citation
11.13,7.44,3,low,2,allowed_with_citation
4.57,14.77,2,low,2,strict_ban
2.39,10.02,1,low,2,allowed_with_citation
2.58,13.69,3,low,2,allowed_with_citation
0.2,3.82,2,medium,2,allowed_with_citation
4.48,6.81,5,low,2,allowed_with_citation
8.59,2.62,2,high,2,strict_ban
0.16,20.99,4,low,2,actively_encouraged
9.53,2.68,3,medium,2,allowed_with_citation
2.74,9.87,3,low,2,allowed_with_citation
8.76,24.89,1,medium,2,allowed_with_citation
11.66,10.0,5,high,2,actively_encouraged
3.59,1.48,2,high,2,strict_ban
4.75,19.23,3,medium,2,allowed_with_citation
0.17,1.0,1,low,2,actively_encouraged
22.58,8.07,4,high,2,allowed_with_citation
0.44,16.81,2,medium,2,actively_encouraged
2.07,12.89,3,high,2,actively_encouraged
3.5,10.99,3,low,2,allowed_with_citation
3.2,14.75,1,low,2,allowed_with_citation
21.45,17.05,4,high,2,actively_encouraged
8.14,20.2,4,medium,2,allowed_with_citation
6.41,7.93,1,medium,2,actively_encouraged
1.03,19.58,1,low,2,actively_encouraged
10.67,12.61,4,high,2,allowed_with_citation
5.77,2.24,2,low,2,actively_encouraged
6.98,10.71,4,low,2,allowed_with_citation
8.63,12.48,2,medium,2,actively_encouraged
3.98,17.64,3,low,2,allowed_with_citation
4.78,7.38,4,high,2,strict_ban
6.85,9.63,3,medium,2,actively_encouraged
2.53,8.73,3,low,2,strict_ban
2.55,13.31,3,medium,2,strict_ban
14.04,1.0,3,medium,2,allowed_with_citation
1.65,7.35,1,high,2,strict_ban
5.54,10.54,1,low,2,strict_ban
5.56,11.23,1,medium,2,allowed_with_citation
1.7,11.44,1,medium,2,allowed_with_citation
3.11,16.6,4,medium,2,allowed_with_citation
5.91,6.97,5,low,2,allowed_with_citation
3.68,10.29,1,medium,2,actively_encouraged
12.99,10.66,3,low,2,strict_ban
7.57,12.52,3,medium,2,actively_encouraged
10.26,9.25,4,high,2,actively_encouraged
5.1,11.27,3,medium,2,allowed_with_citation
11.26,13.92,3,low,2,actively_encouraged
9.22,7.97,5,low,2,allowed_with_citation
4.8,14.95,2,low,2,allowed_with_citation
6.58,15.73,1,medium,2,actively_encouraged
5.15,10.27,5,low,2,actively_encouraged
4.92,18.06,2,medium,2,allowed_with_citation
0.37,11.62,1,medium,2,allowed_with_citation
4.75,11.15,3,high,2,allowed_with_citation
1.8,19.21,1,low,2,actively_encouraged
1.32,1.0,1,low,2,actively_encouraged
3.85,15.54,2,medium,2,allowed_with_citation
1.1,19.78,3,medium,2,allowed_with_citation
1.87,7.5,3,low,2,allowed_with_citation
5.97,1.16,3,medium,2,actively_encouraged
1.28,13.08,2,medium,2,allowed_with_citation
5.52,15.18,1,medium,2,allowed_with_citation
3.24,15.08,3,medium,2,allowed_with_citation
7.47,10.66,2,high,2,allowed_with_citation
9.0,5.5,3,low,2,strict_ban
1.14,10.57,2,medium,2,allowed_with_citation
19.63,16.9,7,high,2,allowed_with_citation
1.25,21.06,1,low,2,allowed_with_citation
1.49,13.81,1,low,2,allowed_with_citation
3.32,13.89,2,low,2,actively_encouraged
15.09,16.96,2,medium,2,actively_encouraged
1.5,17.02,3,medium,2,actively_encouraged
2.87,7.4,4,high,2,allowed_with_citation
3.61,17.28,4,low,2,allowed_with_citation
22.65,1.01,6,medium,2,allowed_with_citation
23.16,10.09,4,high,2,actively_encouraged
9.54,10.9,1,low,2,allowed_with_citation
3.68,17.51,3,medium,2,strict_ban
1.09,7.62,4,medium,2,allowed_with_citation
4.67,13.6,2,low,2,allowed_with_citation
4.24,18.29,2,medium,2,allowed_with_citation
19.75,19.05,7,high,2,actively_encouraged
2.38,16.6,3,medium,2,allowed_with_citation
3.26,16.64,2,low,2,allowed_with_citation
9.92,12.87,4,medium,2,allowed_with_citation
5.55,5.29,1,medium,2,allowed_with_citation
1.66,1.53,3,high,2,actively_encouraged
8.32,13.26,3,medium,2,strict_ban
2.12,11.44,3,low,2,strict_ban
6.67,12.55,3,medium,2,actively_encouraged
3.25,15.47,2,medium,2,strict_ban
12.78,12.75,2,high,2,allowed_with_citation
0.03,6.79,1,low,2,allowed_with_citation
2.34,12.0,1,medium,2,allowed_with_citation
0.01,13.01,2,high,2,actively_encouraged
5.48,16.0,2,low,2,allowed_with_citation
0.53,25.55,1,low,2,actively_encouraged
1.94,15.81,2,low,2,strict_ban
12.05,7.31,2,low,2,strict_ban
3.79,8.29,2,low,2,strict_ban
19.32,13.06,3,medium,2,actively_encouraged
1.2,6.22,2,medium,2,actively_encouraged
4.04,14.49,2,medium,2,allowed_with_citation
3.15,17.94,3,medium,2,allowed_with_citation
1.64,17.45,3,medium,2,allowed_with_citation
6.16,2.48,1,medium,2,actively_encouraged
15.6,9.21,3,medium,2,allowed_with_citation
0.15,13.8,1,low,2,allowed_with_citation
1.36,5.84,3,medium,2,allowed_with_citation
0.51,6.84,3,low,2,actively_encouraged
4.44,9.7,1,medium,2,strict_ban
4.18,14.08,3,low,2,allowed_with_citation
0.93,10.65,2,low,2,allowed_with_citation
4.44,13.16,4,low,2,allowed_with_citation
10.88,2.68,1,medium,2,allowed_with_citation
11.46,4.02,1,low,2,allowed_with_citation
4.54,9.56,5,medium,2,actively_encouraged
0.08,21.42,3,low,2,actively_encouraged
8.58,7.25,4,low,2,actively_encouraged
2.4,4.22,4,low,2,allowed_with_citation
4.56,12.7,1,low,2,allowed_with_citation
4.75,14.45,3,medium,2,strict_ban
2.27,16.26,1,medium,2,actively_encouraged
4.42,19.21,2,medium,2,allowed_with_citation
3.69,17.89,2,high,2,actively_encouraged
0.41,6.97,3,high,2,strict_ban
26.12,6.98,6,high,2,actively_encouraged
25.02,8.23,5,medium,2,actively_encouraged
4.03,15.93,2,medium,2,actively_encouraged
1.96,1.63,3,medium,2,actively_encouraged
6.38,8.86,1,low,2,actively_encouraged
0.97,7.2,3,medium,2,allowed_with_citation
2.84,11.8,5,low,2,allowed_with_citation
6.34,2.98,4,low,2,actively_encouraged
34.0,9.49,8,high,2,allowed_with_citation
6.82,15.75,2,low,2,allowed_with_citation
6.33,13.04,2,medium,2,allowed_with_citation
17.65,2.01,5,high,2,allowed_with_citation
4.53,12.05,2,medium,2,allowed_with_citation
16.91,5.23,3,high,2,allowed_with_citation
29.13,13.98,8,high,2,actively_encouraged
1.07,13.56,3,low,2,allowed_with_citation
5.08,6.54,1,low,2,allowed_with_citation
1.77,15.79,3,low,2,allowed_with_citation
3.51,17.59,5,medium,2,strict_ban
3.22,4.76,1,medium,2,actively_encouraged
2.28,6.87,2,medium,2,allowed_with_citation
8.57,20.31,5,high,2,allowed_with_citation
1.5,15.97,1,low,2,strict_ban
8.54,16.75,5,low,2,allowed_with_citation
3.74,3.39,2,low,2,allowed_with_citation
7.88,12.77,2,high,2,allowed_with_citation
1.05,8.03,1,low,2,allowed_with_citation
27.6,12.08,5,high,2,allowed_with_citation
11.74,12.68,4,low,2,allowed_with_citation
6.66,22.9,1,low,2,allowed_with_citation
2.05,11.58,4,medium,2,actively_encouraged
13.29,11.87,4,high,2,allowed_with_citation
0.84,8.26,1,medium,2,actively_encouraged
17.63,6.69,1,medium,2,allowed_with_citation
5.52,16.55,3,medium,2,strict_ban
12.86,3.1,7,high,2,allowed_with_citation
16.06,14.39,3,medium,2,actively_encouraged
1.24,16.4,1,low,2,actively_encouraged
5.96,8.05,3,medium,2,allowed_with_citation
3.92,17.77,3,medium,2,allowed_with_citation
10.61,3.82,3,medium,2,allowed_with_citation
11.56,15.93,4,medium,2,allowed_with_citation
1.41,17.92,1,low,2,allowed_with_citation
4.56,22.36,3,low,2,allowed_with_citation
6.15,11.59,4,medium,2,actively_encouraged
13.33,11.93,4,medium,2,actively_encouraged
5.44,22.95,5,high,2,strict_ban
0.76,12.96,2,low,2,allowed_with_citation
11.25,5.49,2,low,2,actively_encouraged
1.22,27.35,1,low,2,actively_encouraged
16.31,14.36,4,medium,2,allowed_with_citation
2.9,7.96,1,medium,2,strict_ban
6.0,8.07,2,medium,2,strict_ban
5.77,10.59,2,high,2,strict_ban
1.18,11.96,1,medium,2,allowed_with_citation
6.33,3.68,2,medium,2,strict_ban
1.43,15.31,3,low,2,strict_ban
18.23,3.76,6,high,2,actively_encouraged
2.53,16.83,2,medium,2,actively_encouraged
0.04,9.47,3,low,2,allowed_with_citation
8.25,8.85,2,medium,2,allowed_with_citation
0.71,10.5,1,low,2,strict_ban
2.6,13.47,3,medium,2,actively_encouraged
9.4,7.16,5,low,2,actively_encouraged
16.89,14.09,5,low,2,actively_encouraged
2.68,10.99,1,medium,2,allowed_with_citation
9.8,7.09,5,medium,2,actively_encouraged
4.53,14.2,3,low,2,allowed_with_citation
12.07,8.61,5,high,2,allowed_with_citation
1.56,13.59,3,high,2,actively_encouraged
4.92,13.58,1,low,2,strict_ban
7.82,6.74,2,medium,2,allowed_with_citation
4.34,7.6,1,medium,2,actively_encouraged
1.0,11.8,2,medium,2,actively_encouraged
7.96,16.99,3,medium,2,allowed_with_citation
2.59,5.73,3,medium,2,strict_ban
2.97,5.64,2,low,2,strict_ban
10.47,15.45,5,high,2,strict_ban
7.45,6.01,5,low,2,allowed_with_citation
8.41,4.23,1,high,2,actively_encouraged
17.02,13.11,3,low,2,allowed_with_citation
4.91,12.86,1,low,2,actively_encouraged
0.74,5.32,1,medium,2,allowed_with_citation
9.32,16.1,3,low,2,allowed_with_citation
2.28,16.15,3,low,2,allowed_with_citation
0.72,15.69,4,medium,2,allowed_with_citation
1.73,13.08,3,medium,2,actively_encouraged
16.5,15.35,4,high,2,allowed_with_citation
14.89,10.99,6,medium,2,allowed_with_citation
0.71,24.3,4,low,2,allowed_with_citation
28.97,2.34,6,high,2,actively_encouraged
7.68,6.95,3,medium,2,actively_encouraged
5.15,8.0,4,low,2,strict_ban
2.34,15.62,3,low,2,actively_encouraged
4.94,3.99,2,high,2,actively_encouraged
4.89,12.59,2,medium,2,allowed_with_citation
10.43,7.16,2,medium,2,actively_encouraged
4.51,8.18,4,medium,2,allowed_with_citation
0.26,21.03,1,medium,2,allowed_with_citation
1.01,6.74,4,low,2,allowed_with_citation
4.12,17.85,1,medium,2,allowed_with_citation
3.3,2.81,1,low,2,actively_encouraged
4.34,10.03,3,medium,2,actively_encouraged
10.23,7.0,5,medium,2,allowed_with_citation
10.51,7.75,1,medium,2,allowed_with_citation
2.12,22.65,4,medium,2,allowed_with_citation
8.29,8.02,3,high,2,actively_encouraged
0.85,12.23,4,low,2,allowed_with_citation
4.13,11.8,3,medium,2,allowed_with_citation
6.83,18.1,3,medium,2,allowed_with_citation
8.75,1.0,1,medium,2,allowed_with_citation
30.18,13.6,7,high,2,allowed_with_citation
14.15,20.55,3,medium,2,allowed_with_citation
17.7,10.35,4,high,2,actively_encouraged
1.32,10.47,3,high,2,actively_encouraged
3.07,6.93,3,medium,2,actively_encouraged
2.33,7.57,1,high,2,strict_ban
0.88,7.74,2,low,2,allowed_with_citation
21.04,7.8,5,high,2,allowed_with_citation
12.18,13.29,3,low,2,actively_encouraged
20.32,13.3,4,high,2,actively_encouraged
10.68,8.34,3,high,2,actively_encouraged
6.7,16.38,4,medium,2,allowed_with_citation
20.43,1.0,3,high,2,allowed_with_citation
5.86,5.91,4,high,2,strict_ban
6.86,10.1,2,medium,2,strict_ban
4.58,8.75,2,low,2,strict_ban
0.25,4.45,1,medium,2,allowed_with_citation
0.35,13.18,1,low,2,actively_encouraged
2.93,2.49,4,medium,2,strict_ban
3.69,17.44,1,medium,2,allowed_with_citation
0.42,7.44,4,medium,2,actively_encouraged
4.16,14.98,4,medium,2,actively_encouraged
6.9,6.83,4,medium,2,allowed_with_citation
7.1,9.33,1,low,2,allowed_with_citation
0.59,11.84,1,low,2,actively_encouraged
4.33,7.58,3,medium,2,allowed_with_citation
1.45,5.97,1,low,2,allowed_with_citation
11.93,8.73,2,medium,2,allowed_with_citation
14.52,11.53,5,high,2,allowed_with_citation
0.26,15.77,1,low,2,allowed_with_citation
6.05,8.47,1,low,2,allowed_with_citation
10.09,1.0,2,medium,2,allowed_with_citation
0.89,20.16,2,low,2,allowed_with_citation
1.0,6.23,3,low,2,actively_encouraged
5.34,9.94,1,low,2,allowed_with_citation
0.18,8.39,2,low,2,allowed_with_citation
3.16,13.21,3,medium,2,actively_encouraged
11.26,8.73,3,medium,2,actively_encouraged
3.8,2.64,1,low,2,strict_ban
7.56,11.33,4,medium,2,allowed_with_citation
9.4,20.09,4,low,2,allowed_with_citation
5.32,16.97,3,low,2,actively_encouraged
3.57,18.11,1,medium,2,allowed_with_citation
2.3,16.1,2,low,2,strict_ban
1.61,19.23,3,medium,2,actively_encouraged
10.77,11.23,2,high,2,actively_encouraged
30.72,6.61,6,high,2,actively_encouraged
15.36,1.0,4,medium,2,allowed_with_citation
2.37,7.23,1,medium,2,allowed_with_citation
0.35,14.01,1,low,2,strict_ban
27.3,19.15,6,high,2,allowed_with_citation
5.92,10.26,3,low,2,strict_ban
0.39,13.61,1,low,2,allowed_with_citation
6.9,7.96,5,medium,2,allowed_with_citation
8.3,19.56,3,medium,2,actively_encouraged
3.97,6.28,4,medium,2,allowed_with_citation
12.59,6.71,3,medium,2,allowed_with_citation
15.41,22.45,6,medium,2,allowed_with_citation
12.16,8.18,2,medium,2,allowed_with_citation
16.78,3.75,2,high,2,allowed_with_citation
3.08,15.93,4,medium,2,allowed_with_citation
3.92,3.59,2,low,2,actively_encouraged
8.3,7.48,3,high,2,strict_ban
9.32,13.49,2,low,2,allowed_with_citation
3.93,12.96,4,medium,2,allowed_with_citation
7.17,5.27,5,medium,2,allowed_with_citation
27.81,11.77,7,high,2,allowed_with_citation
4.26,1.0,6,high,2,actively_encouraged
0.38,12.76,3,low,2,allowed_with_citation
22.37,11.79,7,high,2,allowed_with_citation
11.76,13.56,4,high,2,actively_encouraged
4.07,14.05,1,low,2,allowed_with_citation
3.55,7.35,2,medium,2,actively_encouraged
25.36,12.13,8,low,2,actively_encouraged
27.3,13.59,6,high,2,allowed_with_citation
1.41,16.93,2,medium,2,actively_encouraged
22.03,11.26,3,medium,2,allowed_with_citation
24.19,8.54,6,high,2,allowed_with_citation
0.17,14.66,3,high,2,allowed_with_citation
3.48,15.41,1,low,2,allowed_with_citation
0.53,10.55,1,low,2,allowed_with_citation
3.71,12.07,3,low,2,allowed_with_citation
0.71,15.23,2,low,2,strict_ban
8.73,9.33,4,high,2,strict_ban
2.51,16.26,1,medium,2,actively_encouraged
8.25,11.0,2,low,2,actively_encouraged
25.02,13.29,8,high,2,allowed_with_citation
1.16,3.92,2,medium,2,actively_encouraged
1.24,6.82,1,medium,2,actively_encouraged
15.33,9.66,4,low,2,allowed_with_citation
0.75,15.02,1,low,2,strict_ban
3.2,4.51,1,low,2,actively_encouraged
1.13,16.13,3,low,2,allowed_with_citation
21.12,14.85,4,medium,2,actively_encouraged
7.69,4.71,4,low,2,allowed_with_citation
